Original	Translation
f77891535765486c	A outra parte está avaliando sua habilidade no xadrez.
97847240e2321032	Obtido através de reserva por Super Membros.
4420f8095b583b1c	Vá em frente, garoto. Vá terminar o que o Mestre do Rio não conseguiu.
c0f9fc542b19e314	Desbloqueia Arte Mística #YBrilho dos Vaga-lumes#E.\nInvoca um redemoinho de vaga-lumes ao seu redor, lançando uma luz suave na escuridão.
eea433acc775f11e	Ganhe (1/2/3/4) segundos de Super Armadura baseado no número de aliados atingidos quando você lança <Habilidade Marcial: Pensamento Fugaz>.
265239a6a25679b6	"O Domador de Cavalos entra em pânico, claramente não é o cérebro por trás de tudo. \nAntes que você possa interrogá-lo, ele grita ""Dalang!"" e sai em uma corrida desesperada. \nMas no momento em que avista seu cavalo, sua confiança retorna."
a117007355886ea8	Arte Interna
3b6e6ed8aaffb6ef	"A recém-estabelecida Dinastia Song enfrenta inimigos por todos os lados. Zhao Kuangyin, Zhao Guangyi e Zhao Pu estabeleceram conjuntamente a estratégia ""Sul Primeiro, Norte Depois"", planejando a conquista do sul. Para combater Jiangnan, Zhao Guangyi implementou a política de confisco de Moedas Tang sem reembolso, a pedido do Juiz Shi da Prefeitura de Kaifeng. Ele realizou o Banquete da Queda de Pétalas no Pavilhão Jadewood para arrecadar fundos militares. Com o apoio secreto de forças como a Sombra Aveludada, a unificação parecia ao alcance."
e9f39c3f2c6e1f8c	Desembainhar I
815b4ea9591c299d	Plano de Fundo - Pose
2d3ed05ae41ae9ad	Aprimore uma habilidade de artes marciais até o Nv.30.
f4d2685ca4467db3	Cause #G70%#E de dano e aumente a Defesa de Língua Afiada em #G20%#E, acumulando até #G6#E vezes.
6ad4e982b2bef0f1	Uma coleção das muitas percepções de um humilde monge sobre o Dharma. Dizem que, ao recitar suas palavras, pode-se conquistar demônios interiores, atingir a iluminação, ou até mesmo alcançar a budidade em um instante.
a0f738c9d92bafc0	Lugar de Tormento Eterno
698ace5bf8137c5d	Seu oponente está te avaliando.
c0439a8dd8f66029	Mil fios, dez anos, a espada de uma beleza
975ec35f44f8b6e4	Não se preocupe, meu senhor! Vou terminar antes do pôr do sol!
646ae313cd29b4db	Pressione {} quando o alvo estiver exausto
c9721c38e5d4a55a	Durante a era Xiande, Agulha de Prata, Vale Oco, Pavilhão Dourado... travaram uma batalha na Floresta da Névoa...\nA miasma na Floresta da Névoa não pode ser dissipada pelo remédio da Agulha de Prata... Na masmorra da floresta... Sun Buqi...\nA miasma da Floresta da Névoa é muito potente. Um antídoto deve primeiro ser concebido...\nVale Oco e Pavilhão Dourado entraram na floresta. Será que um antídoto pode ser encontrado agora?\nMorada Oca, #Ylado oeste da Floresta da Névoa#E, separada por um rio da Vila do Campo da Tristeza...\nPavilhão Dourado, #Ylado norte da Floresta da Névoa#E, do outro lado das águas do Salão da Misericórdia...\n...Se os três lados unirem suas pesquisas... um método de antídoto pode ser forjado...
70625bc4a1da70a4	Fratura óssea e lesão articular, tipicamente causadas por trauma, esmagamento ou quedas, resultando em inchaço, dor, perda parcial ou completa da função do membro, deformidade ou mobilidade anormal.
a0c8753a1ac008b5	Dona Chen Lian descobriu que seu marido, o Estudioso Hu, está tendo um caso com Xu Meng'er. Ela pede que você se disfarce dela, os pegue em flagrante e o force a assinar os papéis do divórcio.
26e3db90492ddacf	Forme equipe com outros Andarilhos no #YCo-op#E para explorar e jogar juntos. Você pode compartilhar a coleta de itens como #Ybaús e Estranhezas de Cinco Tons#E. Você também pode realizar atividades como #Yexplorar Histórias Secundárias, desfrutar de Atividades de Lazer, lutar contra Chefes e completar Campanhas#E lado a lado. #YNotas de Aventura#E, obtidas ao jogar com outros, podem ser trocadas por recompensas na #YLojinha dos Caminhos Errantes#E.
37eace1a572c779c	Nome do barco excede o limite de caracteres.
7952064b6f606b94	Opa, opa, opa! Mas não é $T(2005), escolhido pessoalmente pela Dama na última Assembleia dos Heróis!
f48e3ea2ecd3cadd	Bu... bu...
95fe0919523c8f10	Ela procura um lugar seguro e estável para se estabelecer e proporcionar ao filho um futuro seguro. (Após o sucesso, você pode fazer amizade com ela e receber presentes semanais desta amiga.)
f6c69b3c609a67ff	Junte-se à Seita das Lâminas da Meia-Noite
48d85e1713af5235	Incline-se com sinceridade e olhe para o sol ao #Ymeio-dia#E. O bem e o mal virão com o Buda.
60656679b8a3ddc7	"O Domador de Cavalos entra em pânico, claramente não é o cérebro por trás de tudo. \nAntes que você possa interrogá-lo, ele grita ""Dalang!"" e sai em uma corrida desesperada. \nMas no momento em que avista seu cavalo, sua confiança retorna."
e23fdad1dbf51df7	Aumenta a chance de resistir a Língua Afiada, acumulando até 6 vezes.
1729d5f86f8fabcb	Você está me chantageando? Um mês!
1fd74cf1fb3101af	Hum, você está levando isso bem.
bbc57ab398a93ebf	Sério... de onde você saiu rastejando, de alguma caverna na montanha?
7550c6a3f5e1c767	Título de classificação máxima obtido ao alcançar o Não-Eu na fila dupla dentro da Floresta da Percepção.
d3f0d8fa126be86a	A coleta de grãos no Celeiro Eterno, o Navio de Guerra dos Cinco Fang no Lago Jinming, e o Salão do Dragão Serpentino do Céu Caído… algum desses chama seu interesse?
7a9e3aa1cb5b0d47	"Velhos amigos vieram auxiliá-lo em batalha, mas uma nuvem de trovão surgirá e causará dano múltiplas vezes a todos os aliados a cada 30 segundos. #HLembre-se de curar os velhos amigos#E.\nCausar dano direto, defletir ou executar uma esquiva perfeita concede uma carga de #HDilúvio#E. Este efeito pode ser ativado uma vez a cada 3 segundos. Com 12 cargas, #HDilúvio#E desencadeia um trovão celestial para conceder #HIluminação do Trovão - Dilúvio#E, concedendo o seguinte aprimoramento:\nQuando #YPV é restaurado para 100%#E, PV excedente é automaticamente convertido em um escudo. Cada conversão repetida redefine o escudo para capacidade máxima e adiciona uma #YChama Fluente#E ao guarda-chuva da Habilidade Especial ""Ressonância Herbácea"" do Guarda-chuva da Sombra da Alma. Até 6 #YChamas Fluentes#E podem existir simultaneamente, atacando inimigos através de trilhas únicas e causando dano massivo."
a025965d17192291	Enquanto o desastre se espalha na ausência do Mestre do Rio, investigue o Salão da Solidão Eterna para descobrir seu legado de controle de enchentes.
a1b7b059bd5bba96	Equipar
ca14c2c2e171ab1f	Ha! Aquele tolo mais cedo comprou uma falsificação e pensou que tinha encontrado ouro!
2f55fdd48bde8424	Habilidade de Arte Marcial do Leque Panaceia - Aumento de Cura
73c84fe9fdbfefd6	O tingimento é uma característica extra, e a imagem é só para ser mostrada.
67186702bba10d59	Zhou Miaoxin expressa gratidão e começa a ponderar cuidadosamente.
20dfb154ed1dd123	Distribuição de Recompensas de Nível de Vínculo do Herói
d12c32ca6da1005d	Estou com fome! Não vou conseguir me mexer se o macarrão não chegar! Cadê meu macarrão larguroso na tigela grande?
6a93acd28ee23d50	Você ouve uma rima peculiar cantada por crianças perto de uma casa nos campos de flores de #Retiro Feliz. Pode conter um segredo. Ouça atentamente e veja que segredo eles podem revelar.
f68f16ed42f7f92a	Zhao sugere infiltrar-se vestindo-se como funcionário do Salão da Alegria. Não custa tentar — vista o disfarce.
54c974ec709aed36	Um verdadeiro herói tem grandes sonhos, o que significa viajar por aí e limpar o jianghu.
6208e17e39c2506a	Selecionar Arte Interna
6bce004d13cdaacf	Zheng E ficou profundamente desiludido quando o governo buscou fundos para a guerra com pouca consideração pela justiça ou compaixão, levando-o a se voltar contra a dinastia. Com a ajuda da Centelha do Leste, ele emboscou Shen Yilun e, usando a arte de trocar de rosto da Dama das Águas, assumiu sua identidade. Ele foi então capaz de obter apoio da guarnição do Poço Jinming.\n\nEm troca, Zheng concordou em fazer seu papel no esquema: grãos do Celeiro Ever-Normal foram desviados silenciosamente para o Mercado da Luz Fantasma, onde eram trocados por moedas antigas Tang.
dbb00d6fd7e5ec0e	Irmãzinha
7d55606d55ee44ce	Hã? O que você está dizendo? Não entendi!
215bb7b0f4a0d0f7	Alguém está completamente exausto.
137f57b3339e9cb2	Arte Interna
74c345683840a54c	E pressione {} para derrubar inimigos sem Qi
6e4a7def2e874061	Volume VII: Deus do Assassinato
a857549f0c3d1022	Arte Interna
f799f6e2d9a7eaff	A Vila do Espectro.. Acho que alguém mencionou. Disseram que um abismo profundo pode ser encontrado perto da #Yestátua gigante#E. Talvez esteja escondendo uma #YArte Interna#E poderosa...
cd122e3a66527db0	Obtido após completar Encontro - Gíria Local
53fef1931ae437aa	Arte Interna: Horizonte da Espada
622ee5afb8beea88	DANO de Ataque de Atributo AUMENTADO
4ea3284ba0d8b92c	Agora que você tem a Lança de Ferro, Armadura da Montanha e Elmo de Batalha, vá até o marco de fronteira e pergunte ao Emissário de Robes Negras sobre a localização do Portão dos Fantasmas.\n\n#RAjuste o horário para a Hora do Galo (17h-19h) para retornar ao horário comercial.#E
98d0c1e82df46333	Não pode colocar um pouco mais? Está difícil para todos nós!
0761f4add31b3b11	Por favor, aceite esta pequena demonstração da minha gratidão, $T(2011).
980c97bb66937100	Não é necessário equipar, esta habilidade está sempre ativa.\nEnquanto estiver no ar, pressione {} para descer rapidamente.\nA onda de choque ao pousar é muito poderosa.
3c5cf076d83523ab	Fratura Óssea
27392199aec7bb56	Um único bigode no balcão. Pertencia à Neve. Este é o último vestígio do gato antes de desaparecer. O gato desaparecido, o frasco quebrado... o que realmente aconteceu aqui?
0a64c3e744712294	Falsa Acusação: Você foi falsamente acusado por alguém
95ce96d9cea23c7c	Está pronto.
ae817a4b145ce0b1	Ativar
e90ea57284e91d24	Wen Gao afirma #Yque ele acumulou muitos baús de tesouro não reclamados#E, pretendendo levá-los para Kaifeng e fazer sua fortuna. Rápido, detenham-no! Esses baús pertencem ao jovem mestre de Qinghe! (Após ter sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
bdc42b27b63ab0d1	Este amuleto dos Cinco Venenos possui costuras misteriosas. Descubra este ofício oculto no quintal da #HClínica Viva#E, depois #Hfale com Doudou#E após completar a #HCampanha: Praia Serena#E.
0dd335659fa4dad5	Arte Mística #Passos da Nuvem Y#E
9f98e40edfd6defb	Gume Oculto
1ad4d2694385933b	Você ouve uma rima peculiar cantada por crianças perto de uma casa nos campos de flores de #Retiro Feliz. Pode conter um segredo. Ouça atentamente e veja que segredo eles podem revelar.
3b4c844b2716882e	Capítulo Perdido - Perseguição não suporta Coop.
8fc8eca9359b3cab	"Há pessoas lá fora, e você ouve uma voz na escuridão dizer: ""Quem ousa entrar na Mansão Zhao?"" Você se concentra e vê um grupo de guardas vindo em sua direção. Você corre pela passagem secreta e chega à Torre do Mestre do Vento."
466dfd694a3c1e49	A outra parte está avaliando sua habilidade no xadrez.
6a91a1230958140a	Confiável? Não me diga que ele é apenas mais um impostor!
0b425bd629309025	Jiang Nanyi recentemente obteve um tomo secreto de artes marciais e está radiante de orgulho. Pergunte a ele sobre o que se trata. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
b764daf439fc9f8e	Causa #G40%#E de dano e aumenta a Defesa de Língua Afiada em #G20%#E, acumulando até #G6#E vezes.
3d2d1eee7c89aaaf	Complete a Missão do Capítulo Perdido de Kaifeng [Acidente] ({0}/{1})
f88b4eaabde32b54	Arte Interna Passiva
477754699ef522ee	Obter material de aprimoramento para arte mística: Grande Evasão
d12f7ce33fe2826e	Ver agora
e36049956aa8fab3	Seu oponente está te avaliando.
e06ce586cffb0b79	Adeus
12948799b4d917e3	Concede a Performance de Vitória correspondente ao ser usado.
dd5af21c6638e748	De Mercyheart Town, passe pelo portão norte e atravesse o riacho rochoso. Dez milhas adiante na bifurcação, tome a rota leste para Jadebrook Mountain. Outras trinta milhas de lá o levarão ao Vale dos Mil Budas.\n\nAntes uma garganta sem nome rica em pedras duras, atraiu artesãos de Mercyheart Town para extrair e esculpir. Mais de cem escultores, movidos pela fé, deixaram para trás mil Budas de pedra: em pé, reclinados, serenos ou solenes, alguns com mais de trinta metros de altura.\n\nMas sua glória nunca durou. Durante a era Xiande, a supressão budista do Imperador Shizong trouxe o trabalho ao fim. Os Budas de pedra permanecem, mas sua fé há muito se transformou em pó.
e0bf3ce36419150a	Fang da Exploração da Primavera
80509aed83e58439	Não se meta. Deixa eles se enfrentarem.
3f24fef81939ec7b	Meu irmão mais velho e eu apostamos que esta peça faltante está escondida dentro das técnicas de lâmina. Ainda não sabemos se isso é verdade. Você está disposto a me ajudar a descobrir, Jovem Herói?
b2a41d4c9d7ffc24	"Pergunte sobre o ""dono da loja de rosto frio"""
4d9d5947eb6a056b	Não procure pelo Mestre do Rio e tesouros raros, porque você só encontrará o verdadeiro Loong. \n#YSalte o Portão do Dragão para alcançar as Águas Celestiais, e siga os rastros de Yu para se tornar um Deus do Rio.#E
dabe80f95213bf88	Cartão de Visita da Família Xiao
fd5657c3f1d37521	Na arena, talentos versados em várias seitas abundam. Em Lone Cloud, as artes marciais se fundem com a arte da matemática. O discípulo Fang Wanjian agora pratica a lâmina com matemática, treinando contra um colega discípulo armado com a lança. Ambos são habilidosos, e apenas através do treino pode-se discernir quem é mais forte.
de73630df56c0151	Pequena Tartaruga
835f1661cbb45571	"Lição 1: Você (Ter) e Mao (Não Ter) \nMao: O oposto de você, significando ""não ter"" ou ""não existe"". \nDiálogo da Cena A \nIrmão Mais Velho Zhao: Eu tenho um irmãozinho elegante—quando penteia o cabelo, adora pegar (wa) pomada e espalhar na cabeça... \nSegundo Irmão Zhao: Eu mao (não tenho) nenhum irmão desses. \nIrmão Mais Velho Zhao: Ok, ok, chega disso. \n\nDiálogo da Cena B \nDoce Xiang: Você já alimentou o Caicai? \nAlegre Ni'er: Mao (Não). Ovo Preto vai catar comida pra ele. \n\nPergunta Crítica: O Segundo Irmão Zhao tem o Irmão Mais Velho Zhao como irmão? \n……………………… (O texto a seguir está borrado, aparentemente sujo por um aluno anterior.)"
121e6b24829468bd	Arte Interna não configurada
1312637833569d7e	Guarda do Celeiro Sempre-Normal
b2030697ddbc5d69	Arte Interna
26850c5af0b8f694	Vou levar esses irmãos para se esconderem por enquanto. Você vem conosco?
a18ed310b781d9f5	Participe de Charadas Solo ou Cooperativo para ganhar #YPontos de Charada#E \n\nO ranking de pontos é atualizado todo domingo às 21:00, com Recompensas do Ranking distribuídas conforme apropriado. \nTop 3: Medalha Limitada #YCharada - Oráculo da Verdade#E \nTop 200: Medalha Limitada #YCharada - Vidente do Destino#E
7bd148aac9560a26	Não há guardas nenhuns ao redor desta taverna... Este lugar é mesmo seguro?
1a9ebf28773408f6	"Você encontrou! Eu sabia que você conseguiria, Chefão!\n\nE então? Seu presente de aniversário este ano. Uma boa surpresa? Espero que sim! Pensei tanto nisso — trançando o fio vermelho, escondendo pistas em todos os nossos lugares antigos... Tudo levando a esta pequena aventura de aniversário para você.\n\nHehe. Você não caiu mesmo naquela história de ""Heroína, a Grande Artista Marcial"", caiu?\n\nNós prometemos que seríamos os ""Andarilhos Gêmeos""! E todo herói nas histórias tem um título legal. Então meu título é ""Heroína""! O nome é tão grandioso que não precisa de outro! É assim que sou incrível. Agora você precisa de um, Chefão. Não podemos vagar pelo jianghu sem títulos adequados!\n\nE ei... se estiver travado, não se preocupe. Já tenho o perfeito para você. Contarei no banquete, quando estivermos vendo os fogos de artifício.\n\n—Sua parceira na justiça, Ruby (também conhecida como a Heroína Vermelha)"
88e6a951f63e913e	O noivo da Estação de Correios de Huaixin.
7ce04b504bd476bf	Tantos barcos aqui. O que eles estão transportando?
1140ab84bdf3e987	Aumento de Dano da Habilidade Marcial da Lança Quebrador de Tempestades
56660e1ddd11a689	Pressione para liberar a #HApreensão Celestial#E Arte Mística, tentando apreender itens da cena ou da mochila do alvo.
2bb3168c2c236fe5	...Zzz... Próxima prova... Zzz... Zzz...
3feef5838440b553	Usar a Arte Mística #HSentido do Vento#E permite que você veja o campo de visão de alguns inimigos.
4d565907e46dd868	Mestre do Secto do Pico Solitário
b4eab3200731a517	Aumenta o dano da próxima Habilidade Marcial em 25%.
781ec791dc0a03be	A Furo
475af007f35604f1	Causa 90% de dano e aumenta a Defesa de Língua Afiada em 20%, acumulando até 6 vezes.
7851153a9aca4803	Pagar #Y{0}#E para romper formalmente o vínculo que você possui?
8636de33cf9aa8da	Slot de Arte Mística #G+1#E
09d34833ea1479ac	Momo
3c167470d4ac9c4a	Aumento de Dano da Habilidade Marcial da Lança Quebrador de Tempestades
8129a627655ba7e8	O Scriptorium dos Céus Lamentados
048bcdd5f7aef9a7	Silêncio! Eles estão vigiando o portão — não há tempo para suas divagações.
be25a33d82698097	Exploração de Kaifeng
ba9216033dfd9836	O quê? Ele era... era aquele Fantoche dos Sonhos?
6c42ca482509d2a3	Está bem, está bem. Tio Tian, você acabou de examinar os corpos. O que descobriu?
e79d7edb1148edca	Se não aguenta o tranco, fique fora do caminho.
07abbcbafcc88d58	Isso parece caro. Talvez ele tenha te passado a perna. Venha comigo para o Retiro Feliz. Levarei você ao famoso Doutor Tian.
d48b8e7b12cb1bf2	Arte Interna
434179a1221cbf68	Seu Vínculo de Herói iniciou #RRompimento de Vínculo#E. Aceitar? Ambos devem pagar #Y{0}#E para romper formalmente o vínculo. \nRegra da Seita Nuvem Solitária: Um #RRompimento Mútuo#E resultará em uma penalidade severa de #R-3 Pontos de Disciplina#E.
782d9f29551ab5b9	Fui designado para uma missão em Kaifeng por ordem do Líder da Seita. Não há perigo, por favor não se preocupe. A recompensa é um milhão de taéis de prata. Com ela, espero encontrar o Doutor Tian. Se eu tiver sucesso, sua doença certamente será curada. Dê-me um mês—trarei boas notícias.
040998b375b636d9	Li Yuerong é uma dama refinada obcecada pela beleza, mas seu marido parece ter preocupações. Incentive-a a conversar com ele—afinal, não há nada de errado em querer ser bela!
668ae58d89591e35	#ffc89cDesejo#EO coração anseia pelo que o mundo retém.
a39fa2d383232213	Com sua aparência, você é exatamente o tipo que eles gostam de caçar. Só estou avisando!
8b4035149e35f86c	Jiang Nanyi agradece a você.
86a70347c84e8ecc	Enquanto o desastre se espalha na ausência do Mestre do Rio, investigue o Salão da Solidão Eterna para descobrir seu legado de controle de enchentes.
6059a6140d7fe909	Hora de Hai? À noite?
456b470d5404d756	Eu disse para você seguir a regra de 'um marido e uma esposa', certo?
39336394a0494982	Exploração da Região de Kaifeng
e359222711956f36	Ativar
81c8272052f7b66a	Se um dia caírem, não vou chamar o médico.
1d39dd2fc6b24101	Depois de conseguir o Papel Floral, você, Liu Zhishuang e Yu Zimiao enterram o espalhador de rumores em um buraco de terra.\n Vendo a pessoa devidamente punida, os dois vão embora satisfeitos.
c23f7d65dbe6de83	Eu imploro — não me traga mais problemas!
dea4b883580ed221	Plano de Fundo - Pose
653c0e39adeb0d20	Fazer birra daquelas vai assustar as criancinhas! Não é bom, de jeito nenhum!
df1072752b2f5527	*fala em dialeto Wu* Esses jovens de hoje em dia... são mesmo impressionantes!
29a0bcddc31c6562	"""Atirar nos Cinco Males""? O que é isso?"
fa7a98e8061edc64	Ainda vai fazer escândalo depois que estragou tudo?
bcb75f84bea00e7b	Desbloqueado ao completar Contos Errantes.
454ef6e8ef754d48	Não posso ser ensinado!
529a770be0a798bf	Esta semente que brilha suavemente cresce rapidamente quando plantada na Hora do Rato no Domínio das Flores, um ponto focal de energia fengshui. Uma vez crescida, a flor permite que você ouça os sons do mundo.
6daedfc2c8aec452	Nenhuma Arte Interna disponível para este caminho.
f640a599144b6fb1	Novos Efeitos de Artes Marciais Adicionados
554aa6ebda1864b2	Obtido após completar o Encontro - O Mendigo e o Cão
6948bc847fa75dc5	Jovem Andarilho, quer comprar algumas frutas? Está tudo fresco hoje!
16602e6dfbaf6abb	Você ouve uma rima peculiar cantada por crianças perto de uma casa nos campos de flores de #Retiro Feliz. Pode conter um segredo. Ouça atentamente e veja que segredo eles podem revelar.
1263285f65c2e5c7	Mo Yuwang, escritor principal do Jianghu Daily, está investigando uma matéria sobre a crescente cultura de relaxamento em Kaifeng.
f9419ca6829926cf	Brilho da Luz Estelar
68e8ea147412c8d5	Você falará pelo povo independentemente das consequências? Você exigirá que o Celeiro Eterno se prepare para a fome?
91e29a2a00fb0ed8	Se quer ser Mestre do Rio, vá em frente. Hehe... Só não se arrependa.
d03ca0c1f8852400	Um relato dos Encantos Locais do Santuário do Mestre do Rio, escrito por um Viajante.
9bc7d830862a2e07	Implantar Arte Interna
8ae44b6c7ea7a3e2	Terror/Horror
65ffb60d4e422951	Habilidade Marcial <Tristeza da Primavera|781|#C|20601|20601113> pode armazenar até #Y3#E cargas. Acertar um inimigo com efeito de #YCombo#E seu reduz imediatamente o tempo de recarga de Tristeza da Primavera em #Y5#E segundos e concede #Y25#E <Florescências|781|#C|20601|20601113>. Este efeito só pode ativar uma vez por uso de habilidade.
4c5d9a12a6d47a5e	Nenhuma Arte Mística equipada
bdc414f9f6c3f17a	Sim!
0885f8f247e9307c	Ativar
fa0fb038b79e69c5	Ela anseia por alguém que compreenda as emoções em sua música. Por que não compartilha o que sentiu com sua melodia?\n(Bem-sucedido em desbloquear amizade e presentes semanais desta amiga.)
1ce40a0350df0920	Comam bem e bebam à vontade, pessoal!
8085bb79f8f3bd82	Durante um episódio de histeria, sua aparência e postura se assemelham às de uma galinha, fazendo com que os espectadores também o percebam como uma galinha.
15d787a77084a8e2	Registra reações humanas ao Alvorecer-ao-Crepúsculo: corpo e membros frios, batimentos cardíacos irregulares, perda da mente, eventualmente tornando-se um Fantoche dos Sonhos.
677703f4b4f0a933	Não importa quem eles sejam! Meia-noite hoje, certo? Não acredito nem um pouco nessa bobagem!
0a9b55ef1ae225ac	Teste de Promoção: Participe de Xiangpu com um colega discípulo três vezes
04061bdded1692ea	Nas Dezesseis Vias de Kaifeng, inúmeros tomos secretos estão escondidos.\nSe quiser saber mais, Andarilho, é só dizer—Windtail contará para você agora mesmo!\n\nAqui está seu Resumo dos Destaques do Dia 7 (Deslize as imagens para mais detalhes do evento):\n1. <LINK id='link2' color='#8c5823' goto_id='60272' is_underline='true'> [História Secundária] Um Arco-íris na Longa Noite: Tian Ying </LINK> \n2. <LINK id='link3' color='#8c5823' goto_id='900017' is_underline='true'> [História Secundária de Kaifeng] Deus do Assassinato </LINK> \n3. <LINK id='link4' color='#8c5823' goto_id='900018' is_underline='true'> [História Secundária de Kaifeng] Estrelas Diurnas </LINK>   \n <IMAGE id='im1' image_url='https://h72.fp.ps.netease.com/file/677b917ab788cbfba499c49aIsbfMu8w06' size='2010*8187' color='255;255;255')'></IMAGE> \nWindtail tem atividades ainda mais emocionantes para compartilhar, então sinta-se à vontade para explorar e aventurar-se pelo jianghu à vontade, Andarilho: <LINK id='link1' color='#8c5823' goto_id='60243' is_underline='true'> Estou curioso </LINK>
6cddb8a037ce330c	A arena de luta livre montada no Parque de Diversões é organizada por Zhuo Ce, um malandro de rua nativo de Kaifeng que se gaba sem parar. Ele reuniu lutadores de vários países que vieram para Kaifeng, todos ganhando a vida através da luta livre aqui.
74ed41a753f0e0bb	Faça o talentoso Doutor Tian reconhecer seu artigo
fca912ec598d5fdf	Aurora
af368dc746063a82	Patchwork é a gata mais feroz por aqui. \nCom seu poderoso “gato-fu”, ela já fez incontáveis gatinhos fugirem por suas vidas. Ninguém sabe quem lhe ensinou esses movimentos—algum grão-mestre felino, talvez? \nMas uma coisa é certa: quando ela te acerta com um soco de gatinho, você fica coberto de manchas roxas tão coloridas quanto ela.
fe6ed91aeb62e9e2	Junte-se ao Poço do Céu
b9da2de9e2b5c1f5	Enquête - experiência de Qinghe
ba45266d7fee4e35	O quê?! Então você é só um zé-ninguém... Some daqui! Meta-se em nossos negócios e você logo encontrará a morte.
34860781b66f0370	O Mestre do Rio... o chefe... o vigia de enchentes... o garoto da família Shi... todos se foram...
dbdcd073207465a9	Pare de procurar. Ele não está aqui. Sem o Mestre do Rio, a água lá fora não vai escoar...
0cc333b655c3f3bc	Usar a Arte Mística #HSentido do Vento#E permite que você veja o campo de visão de alguns inimigos.
6ccaad1fd62195ba	A outra parte está avaliando sua habilidade no xadrez.
04236340aa3f5ffe	O Doutor Tian começou o ritual para substituir os olhos da Deusa Lunar. Mas não demorou muito para o processo fraquejar, e sua expressão ficou grave.
35a5c14a0b42954c	Desbloqueia Arte Mística #YMorfo Livre#E.\nSalte no ar e libere uma tempestade de chutes: o primeiro golpe lança o alvo para cima, seguido por golpes implacáveis no ar para mantê-lo suspenso, finalizando com uma pancada que causa dano em área no impacto.
6df94e5a55ffc68a	Obtido após completar uma Missão de Encontro
4a8b16ae68528fe2	Aqueles que se tornaram cães podem investigar aqui, e um encontro se desenrolará.
f045e1e1f2414373	A família Ye sempre optou pela carreira militar e uma vida de conquistas. \nEles têm uma filosofia de batalha única. \nCom sua bravura e físico, eles sempre dão o máximo de si.\nQuando Ye Wanshan devastou uma cidade, ele combinou as artes marciais da família com sua fúria, criando sua própria Arte Interna Colheita da Fúria.\nQuando alguém está cheio de raiva, o Bem e o Mal estão separados por uma linha tênue.
70225b4644baa57e	Obtenha qualquer pista de Arte Interna.
b2f84d8349ca2f50	Sombra do Orvalho Noturno
2983229417ee0dd4	Marionete dos Sonhos, Marionete dos Sonhos do Cogumelo Gélido
3209b644b195bf6e	Certo então, está combinado. Nos encontraremos ao amanhecer de daqui a três dias na borda norte da Floresta do Véu de Névoa para aquele tesouro secreto.
94a54e8d98cf22ee	Esta árvore se chama: Árvore Wuliang. \nLendas dizem que um monge iluminado uma vez alcançou a epifania em Jiang An, entrando em estado de meditação. Ele renunciou ao seu coração infinito, seu corpo mortal tornando-se um Buda, e se transformou nesta Árvore Wuliang. \n“Naquele momento, #Ydoncelas celestiais#E desceram do céu. #YDiante da árvore#E com lágrimas, semearam flores sob ela, usando Mandarava para espalhar sob a árvore, formando assim o Mar de Flores sem fim.
abec991f4c9d97a2	Quando o vento maligno entra nos pulmões, surgem tosse e fleuma; aflição prolongada gera consumpção.
c2cf89b6f204f802	Obtido após completar Contos Errantes: Caminho para a Redenção
384020ce488a48ac	"Shuowen Jiezi afirma: ""Bo significa um cavalo de cor impura."" Corcéis ocidentais de Wusun com coloração mista e inconsistente são chamados de Jinbo."
da22c40dd8c00d13	Aqueles malditos caras do Céu Caído... Eles não foram nada além de problemas.
d277a99964fda570	Yi Dao e seu irmão cresceram no Jianghu e nunca aprenderam nada sério.\nO jovem Yi Dao sabia que era importante ser bom em algo, então pensou que um golpe poderoso era suficiente para imobilizar o alvo, aumentando sua chance de vitória.\nSeu irmão mais velho uma vez lhe perguntou: “Que forma é essa?” O jovem Yi Dao coçou a cabeça e respondeu: “Nenhuma, apenas dê tudo de si.”
9d9e3b87f7c52775	Seu oponente está avaliando seu relacionamento.
990fd9cc29c625a2	Nenhuma Situação disponível
8b8b7b1017b728f3	Recupera #G68%#E de PV do Dano de Refutação causado em cada Refutação bem-sucedida.
0c4aaf62c2204568	Jovens nobres disputam para presentear seda escarlate, uma única melodia conquista inúmeros rolos.
91fdff5ddacfd8c1	Não reclamado {}
e3e43a441745e249	Rios fluem além do reino da terra, e as cores das montanhas cintilam entre a presença e a ausência. Sun Yuan uma vez contemplou o Pergaminho Cênico dos Trezentos Quilômetros do Rio Jialing. Inspirado, escalou um pico elevado. Num momento de euforia, brandiu seu leque com o floreio de tinta respingada, como se pintasse com as próprias montanhas, cada pincelada imparável, como uma paisagem viva. Mas uma vez que o transe passou, ele nunca mais conseguiu usar aquela técnica do leque.\nDez anos se passaram. Um sino ecoou nas nuvens. E naquele instante, Sun Yuan relembrou a sensação, e o Leque do Tinteiro ressurgiu no jianghu mais uma vez.
