ID	OriginalText
522678c0f04871e0	"Ask about the ""Zheng Clan of Kaifeng"""
0000000000000000	
b66507e438a33ead	Mystic Skill Prepare
c51bd2ca9ba3e6ca	Night Flash's Shadow
7d4224cc48ff4b0a	No no, that's a bit too much! Scholar Nan, go back to your writing and we'll chat later!
9ceb5347bd7fc7f8	
62a50b8e9540090b	Exit Hearts in Harmony?\nAfter confirmation, the gameplay will end, and you and your partner will both exit the coordination test.
f81b2f62be2b3652	Moths to a Shimmer
1f73047597c9f267	Hysteria - Bear
15fc249052b63a6f	Yan Chuchu looks resolute, her mind clearly made up.
0000000000000000	
0000000000000000	
905f06b5273b2b86	Lil Braid? What are you doing here?
f2ca7acb4b2b3bb2	"Ask about ""When one rises to power"""
1e9a5a03d69c00b7	Red moves first. Capture the opponent's General to win.
dac50d3581c70155	Complete [Inner Way Breakthrough 1]
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
19290ff3bf239abe	Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. No bonus Vitality is rewarded when you gain Vitality by attacking, taking a hit, or successfully deflecting an attack.
0000000000000000	
0000000000000000	
6c2e7e4491e712d0	Trial Voucher: Swords of One
b5846d9416abedff	Master III
06c1d0e68081ef79	Two distinguished guests, please board the boat—
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
6a82e4d4b959bb95	Skipped answering
037333e59f2452db	Xinfeng fine wine—
b7d7efef445fb115	The player is currently doing Jianghu Legacy - God of Killing. Cannot enter Co-op.
615f1736757fad42	A serving of pear balls with absolutely no sugar at all.
a675498b293283ab	In Jiangnan, tales speak of a snow-white fox that roams at dusk, beguiling all it meets with a shifting form—man or woman, everchanging.
7bb683ec9b12d848	Craft Medicine
e8b0cf60741fdf7e	Mom, studying is exhausting. I want to eat Yellow River Carp!
0000000000000000	
0000000000000000	
5c8f95c1e98421da	Exploration Reward
f9b90031a7b932d2	For Inner Way comprehension.\n#HPassive Skill:#E Dealing damage has a 10% chance to apply one stack of Weeping Blood for 5 seconds, damaging the target once per second (up to 5 stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once.
0000000000000000	
0000000000000000	
dd2668c47e1cbb5b	Requires 10 Fragments to fully comprehend this Inner Way.\n#HPassive Skill:#E The Charged Skill [Homeless Charge] from [Noname Sword] now additionally releases multiple sword qis.
0000000000000000	
0000000000000000	
912c8ddfc38beebd	Hold #Ystill#E in this pose for #Ythree breaths#E to make your training twice as effective.\n\nTiger Play: On all fours, crawl forward three steps, then back two. Stretch your waist, stick one leg out to the side, and look up to the sky. Go back to all fours, and repeat the forward and backward moves seven times each.
0000000000000000	
9c3c7fdf63e8a1d5	What else? “A treasure bowl draws in a thousand pieces of gold, and heroes gather at Revelry Hall.” I’m here for the Heroes Assembly, of course!
eb0e4d75b63aebca	Send the goods to the general store.
5d2beda622372b26	Dealing direct damage, deflecting, or performing a perfect dodge grant you one stack of #HWind#E. This effect can trigger once every 3 seconds. At 12 stacks, #HWind#E triggers a heavenly thunder to grant you #HThunder Enlightenment - Wind#E, granting the following enhancement:\nMortal Rope Dart's #YSpecial Skill Rodent Rampage#E becomes empowered. The summoned Rat deals increased damage—Rat's angry!\nInfernal Twinblades' #YMartial Art Skill Addled Mind#E has its cooldown reduced to 6 seconds, and can trigger the coordinated strike of #YRodent Rampage#E.
c306805707cc832a	Night Flash's Shadow
1ac5d7694ad1a356	Almost there, you can pour a little more!
1e992ecdfaab0b66	Used for building Blacksmith workshops.
7d473c23c3c093c4	I didn't expect martial arts to be harder than Mystic Skills. I still haven't gotten the hang of it after practicing for so long.
f57b052abb3fbef6	Elder Loan Cloud's compiled exam guide. Master it to become an instructor, earn a doctorate, marry a top courtesan—reach your peak!
0000000000000000	
d267617163839a80	Recover HP by105% of Rebuttal Damage after each successful Rebuttal.
e7a374176c5df176	{}'s Inspiration recovery speed massively decreased! (5 stacks)
0000000000000000	
05645b52cdc75534	"Tell me, have you heard of the ""Gold Pilferer"" in this city?"
0000000000000000	
0000000000000000	
0000000000000000	
87ad723abd9e24a0	Unlocks Mystic Skill #YVeil of Stillness#E.\nActivating this art to steady your breath and reduce your presence, making you less detectable by enemies for a short time.
89ceb790ba034c9e	
e8d2aa63f684f27e	#ede8cfMidnight Bladez Bogus Master
0000000000000000	
0000000000000000	
8b65457b825657e4	While using the Movement Mystic Skill [Brocade Carp Chases Moon] to #YTransform into a Koi#E, Stamina consumed by #YSprinting#E and #YJumping#E is reduced.
8e0f25822fe1bee7	Partnership Level Rewards
0000000000000000	
ef8911ab35ffa6a4	Complete [Inner Way Collection I]
889b31e9daab3a94	Madiao Cards
3cebdfdf9c7fd7a2	Mystic Skill Wheel Position
cd26a1a81fad83bb	We’ve been quite considerate, but who knows what the Song emperor is thinking.
9a3efec9d9a46f7a	
0000000000000000	
d1af853621fbae57	To Qiu Pingsheng, the Faithless One,
0000000000000000	
0000000000000000	
2d451f4d5fc0d843	Zhu Bawan holds firm to his own principles in cooking. Listening to his views might prove worthwhile. (If you succeed, you'll befriend him and receive weekly gifts.)
0000000000000000	
0000000000000000	
db27c5c2826c9bf9	"Clutching the recovered Qi Family Precepts, Qi Feijun's eyes brim with tears. ""My father poured all his life's stories into this book. When I'm old, I'll write one too, a family heirloom of my own."""
0000000000000000	
91ac93b416832bd2	Deal #G70%#E damage and increase Trash Talk Defense by #G20%#E, stacking up to #G6#E times.
14c224060f6972d9	Lil Braid? What are you doing here?
95baea230dfee3e5	Where’s Old Four? Why’s he gone?
19cc8346fb2fe2a0	Inner Way Complete Chapter
e4010e2acd32deea	Please configure current Inner Way's clues!
d35e34ffb547c21f	Grant Legendary effect Golden Dragon's Step for Mystic Skill Drunken Poet. \n\nThis item cannot be exchanged for Sound Jade or consigned.
8f351af3d6fbb7c1	"In the first year of the Zhou Dynasty's Xiande era, Liu Chong of the Northern Han allied with Khitan cavalry and launched a massive invasion against Zhou. Emperor Shizong of Zhou declared, ""Chong seeks to exploit our nation's mourning, thinking me but a newly-enthroned young emperor. His ambition to seize our land is near—he will surely come in person, and thus I must confront him."" \nHe donned armor and faced the enemy at the battlefront, disregarding arrows and stones. Witnessing their emperor's valor, \nZhou's armies fought with unrelenting courage and achieved a decisive victory."
46945d0059238144	Sword Forge reward for Trial Challenge: River Deity
a4a6fed583e2d154	Eastwind Pavilion
b53cb623af327a98	Lan Huahua expresses gratitude and begins to ponder deeply.
7a4096d0983b13ba	Ha! That's nothing. Elder, listen to me mumbling and stammering... nobody could fake it better! No way I embarrassed our sect!
19c342ed61babe09	Increases the #YEndurance cost reduction#E from <Noname Spear's|781|#C|10202> Martial Art Skill, <Qiankun's Lock|781|#C|10202|20102101> and extends its duration.
fc119fc0393e7867	For Heavenquaker Spear Martial Art Skills, the Combo count required to gain buff effects is reduced from 5/10 to 4/8. When hitting any unit afflicted with your own Bleed effect, based on the number of Bleed stacks, there is a #Y60%#E/#Y70%#E/#Y80%#E/#Y90%#E/#Y100%#E chance to add 1 extra Combo count, and the duration of all buff effects is extended by #Y3#E seconds. Sober Sorrow damage increased by #Y10%#E. During its channel, you gain #Y60%#E Damage Reduction and significantly increased resistance to interruption. When Combo count reaches 10, you gain the potent River Flow effect: Damage increased by #Y25%#E, and the Special Skill Sweep a Thousand Armies restores HP based on 20% of the damage dealt.
0000000000000000	
0000000000000000	
0000000000000000	
b22dc3db718f5b9e	Clans of the Jianghu
0000000000000000	
f1898d00e874faf8	Switch Item (Left)
725695dbeaeab0cb	He's trying to find a way to secure enough food and daily necessities to support himself and his young grandson. See if you can help him out. (If you succeed, you'll befriend him and receive weekly gifts.)
6bf21cbdb101feda	During the Tianyou era, the Baima Station Incident, orchestrated by Zhu Wen, claimed the lives of all Ten Sages of the Inkbound Order. Legend has it that, in order to preserve their teachings, the disciples spirited away several volumes from the Ten Sages' Collection—treatises on #YYin-Yang Ultimate Arts#E—and vanished into the secluded reaches of Qinghe, leaving no trace behind. Some believe they remained steadfast, founding an academy to keep the sages' wisdom alive despite the threats of the Liang court. Others say they chose seclusion, leading tranquil lives among waterfowl, untouched by worldly matters, as if they had transcended the mortal realm.\nDecades later, during the Xiande era, Emperor Shizong of Later Zhou restored the old imperial gardens and #Ybuilt the Peace Bell Tower#E, hoping its chimes would usher in peace for the world. It was then that a villager reportedly discovered fragments of ancient scrolls and cloth on the mountainside, said to be remnants of the Inkbound Order. Could these be the lost books of the Ten Sages? I am inclined to believe so.
c98bb42b300e2069	#ffc89cSickness:#E Illness sears the senses and sorrow scorches the soul.
0000000000000000	
0000000000000000	
477d1ba062ef185f	Ninefold Umbrella Martial Art Skill Damage Boost
785110b8bcf36bf5	Am I seeing this right? That Wooden Kite in the room, is it General Rong’s…?
0000000000000000	
1c828dab94c851fb	Complete the Lost Chapter Dreamscape.
79bc8b29775ff4f5	Scenario - Lighting
0c5f7353b3f21de3	And love and hate both fit that bill, right?
54da5013f4589c28	Scenario - Decoration
1c7346fd531fa51b	Iron Hammer Wang insists you buy another hammer whenever the story deepens...
b196a0e0ddf936e6	"Outside Fishwood River at Drunken Bowls, a street speaker called ""Half-Finger Immortal"" regales listeners with River Deity tales. Yet nearby, a beggar scoffs in silence."
889c86ff5225c0a9	You're always teasing me!
b7469eb8b0d763d9	Earn Talent Points to unlock #Hpowerful skills#E and boost your #HAttributes#E.
dc61ebd666768540	Otherwise, you’d have been sold to that barbaric land long ago!
a02ba12f1a186be0	What? You can use Echo Jade earned from exploration to get top-tier Inner Arts?\n\nReliable news from Sixteenth Lanes: Wanderers can exchange their #8c5823Echo Jade#E with #8c5823merchants across the land#E for rare resources including even #8c5823Legendary Inner Way#E! And that's not all, the Jianghu is filled with countless Inner Arts, which can be obtained through #8c5823world exploration, opening treasure chest#E, and more!\n\nWindtail has even written a special Inner Art Collection Guide to help Wanderers roam the Jianghu with ease!\n<LINK id='link2' color='#8c5823' goto_id='660023' is_underline='true'> Press to view </LINK> The Inner Art Guide that every great hero in the Jianghu is reading!
e549d3074a673bef	You can't hack it. Stay outta the way.
38dea95141bf25bb	How dare you even talk back! Maybe I should send you to the Infernal Dungeon so you'll actually learn some respect!
9a5ca81d16fd1703	Extends Divinecraft: Hydrokinesis effect duration by #Y5#Es for #Y10#E minutes.\n\nOnly one Talisman effect can be active at a time. No effects are available during Trials.
8af256539e8b1c2c	"Tang Jingchou from the Kaifeng Prefectural Office intends to capture the thief known as ""Gold Pilferer."" Having learned that the thief ordered a takeaway of ""Willow and Chives"" from Shen's restaurant, Tang has devised a clever plan: disguise yourself as Shen, deliver the meal, and spring the trap."
bb0f2156f6967f32	The deceased had died many years ago, and his body was heavily decomposed. Judging from his attire, he appeared to be one of those swordmen. The sole fatal injury was a narrow, deep wound to the neck, as if struck with the exact tip of a sword by a skilled hand.
39e7e825e648399c	Bloodscale Hall claims the Gonggong Crane's mechanism broke. But the truth is, they're holding the crane until River Deity comes back.
7c65f9f891f0e08f	Moths to a Shimmer
0000000000000000	
1d79e17706262ed4	Tao Jingjing looks like she's bursting to say something. Hurry and ask her what's going on!
2e50d83c973be0aa	Strategic Sword Inner Way: Page
1ed8e24dc1b59ace	Your partner is not nearby.
affdb2ed53fab2dc	"An ancient note signed by ""River Deity,"" followed by a commentary from ""Zhu Yu""—the ink on both already faded with age."
9c4534dd0e968b3a	Sect reputation can be used in Sect Shop to purchase \nMartial Arts, Inner Ways, Visiting Cards, to boost your strength.
0000000000000000	
e49d5707860fbbe3	"The Shimmer of South summons an Opera Performer. While the Opera Performer is present, The Shimmer of South gains a DMG Reduction shield. \n\nStrategy: Players are unable to attack the Opera Performer; stand next to them so The Shimmer of South's ""Slay Daylight"" can destroy the Opera Performer instead."
d44f85bf9c65104f	"Ask about the ""token"""
7977ba528c4e2b19	Great! I'll wait for you by the #YMasterwood Hamlet#E #Yat the Xu hour#E tomorrow, okay?
088e18b58497da24	Red moves first.
bfa5b8c110116cd1	Hysteria - Deer
0000000000000000	
2f0db0481db44201	"Ask about the ""Bun Lady"""
d0a66a21ab39452e	They say River Deity's magic in the past years relied on three Ghost Elder sites. If I could find their secrets, maybe...
dbfa7f72a04784ed	Shui Changliu doesn't seem to hear your words, his gaze still fixed on the flowing river.
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
a7c18edb8a4458b3	So what kind of people are these correspondents?
b61d5082e2277720	Engagement Hub
5709b94bb4a3a66c	Remember the time. Don't be late for work.
ccb48ea9b9a4a83c	Panacea Fan Martial Art Skill Healing Boost
3f9c8d185b00a6c9	Comprehend more Inner Ways
0000000000000000	
bccfd94e269bd5f8	Don't you want to at least see her after running away so many times?
251125735892b6f2	Slightly extends Perfect Dodge's trigger window. After triggering a Perfect Dodge, increases the breath-hold duration and resets the cooldown of Martial Art Skill, Addled Mind. This effect can only trigger once every #Y30#E seconds.
44595890cc80a489	[Inner Way Breakthrough] Upgrade an Inner Way of your Path to Tier 3
9cdad4e8cb4d4d27	Exit the #RPartnership#E now? Your teammates will exit with you.
fc711db8f20d6e41	love to point fingers.
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
a68cbd1e937dafe1	Inner Way
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
72b4b3f622a7cbe9	Set Time to #YYou hour#E when the Ghostlight Market opens.
4baecd6bea1a66c7	Test Inner Way: White
e97a69c5df768a36	False Accusation: You have been falsely accused.
2a584031f277855b	Red moves first. A draw is considered a loss.\nOnce a piece is played, you cannot revoke the move; just make a pair.
5f2f9bce03b2766d	"During 958 CE, the government sent expeditions to Jinling three times, and the emperor devastated Chuzhou. Several months later, Ruolan returned to the south with a scar on her face. People lamented that beauty was fleeting, but she appeared during the Heroes Assembly with orchid-inspired makeup and a guqin with a missing piece. The imperfection became perfect, and the people were entranced. \nMuch later, scholars exclaimed that, ""Red plum blossoms adorned her noble face, and orchids lent grace to her beauty. When paired with the jiaowei guqin, her charm bloomed as naturally as spring itself."" The flower make-up became popular in the south for a while, and men paid handsomely for a jiaowei guqin to court their love interests."
7eac1ea77ad8c6a9	Sleeping Puppet Workshop of Aureate Pavilion
0000000000000000	
0000000000000000	
43b651dbe1f40605	1v1 Arena opens at @T[time_6/12] and @T[time_18/24]!
a0352dd28dd3d445	Madiao Cards
0000000000000000	
aa9f411c3a1d5bca	Assessing your Constitution...
8fe49f822dc3a630	Well I'll be! Lived all these years, first time I've seen a cow flyin' in the sky. Took a closer look, turns out it's just you, ya blowhard old turtle, hollerin' on the ground!
0000000000000000	
d724fdcffb622fa5	Well I'll be! Lived all these years, first time I've seen a cow flyin' in the sky. Took a closer look, turns out it's just you, ya blowhard old turtle, hollerin' on the ground!
50736d067bcb091c	Ah... fine.
98396c94172cbf39	Inner Way
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
94e1cb9e6e87ef31	Ha! Who knows? Maybe Huzi will be the next River Deity!
0000000000000000	
0000000000000000	
0000000000000000	
1903c6d6bf4c202f	Hot rice wine dumplings—hey, what would you like, Guest?
d79de91ed042fbe6	Ever-Normal Granary Campaign
be6720932ffddef4	Ten Fragrance Plum, Zhuzi Fried, and Yun Guo'er are all here, essential for watching the show.
9ca7805a07abbaca	The Hedong folk call themselves the rightful rulers and cozy up with the Khitan, always giving us Song people a hard time. Business with them? Not a chance. And Big Zhao, I told you...
0000000000000000	
71dfc0923a85ee86	Final Volume: The Promised Light
0000000000000000	
c5f594db20673fb1	Unlocks the hero title Moths to a Shimmer
0000000000000000	
0000000000000000	
166e38350b3a05e8	Boss, the goods are all counted, let’s transport them to He Batou’s place!
0e6246cd6cd3c7ce	Ren Pingzhao
6298cc47b95609a8	[Inner Way Collection 2] Comprehend: #YEchoes of Oblivion#E, #YVendetta#E, #YBreaking Point#E, and #YRiptide Reflex#E
f2b8a2c5f1c0e0c3	Zhou Yihang expresses gratitude and begins to ponder deeply.
0000000000000000	
3bb8d981e236e426	"I... I mean... that was the ""Azure Jade Fairy""..."
8fb0812ae1c4c0fa	"Ask who this ""Sister Yuming"" is"
00000000fccd6103	
910000000d4a7b17	
bb0000005adae100	
128e0c4a3672bb2f	\nBone Fracture
0000000000000000	
67b624a2398dbff2	Unlocks the hero title Listening to the Rain.
98aef49bd40cb42a	04 Blind to the World
7eb9a8d457aef0ef	Nine Mortal Ways Status Promotion Reward
9913205ea510ed6f	"Recorded after finding the ""Omen"" Coin Pouch"
0000000000000000	
0000000000000000	
b95beebc2b9c611c	#YWater falls from heaven and gathers in the well.#E\nNorth, east, south, and west. The Windlong zither's notes dwell.\nWhat you see is not always real. The blind trust what hearts tell.
b08f2c52d94ded5d	"When #YFollowing#E, players can play #Gsame#E cards truthfully or combined #Gdifferent#E cards to #Gbluff#E.\n""When a player #Ychallenges#E, the #Gprevious player's#E cards are revealed. If they were #Gbluffing#E, the #Gchallenger#E #Gtakes the lead#E; the bluffer must #Ydrink#E and #Gtake all table cards#E. If not, the challenger drinks, and play continues.\nA player may also choose to #Gaccept penalty#E instead of challenging; they drink, take all table cards, and #Gtakes the lead#E."""
fb599e693930f8e3	Meng Zhixia wants to retrieve a treasure from a grand ship and is wondering if you're interested—perhaps you could offer some advice. (If you succeed, you'll befriend him and receive weekly gifts.)
0000000000000000	
0000000000000000	
53d5931eb5acbfc7	Battle and Social Data: After the body swap, the following information remains unchanged: Level, Attributes, Abilities, Inner Way, Profession, Sect, Guild, Social relationships, etc.\nGallery of Faces & Style Showcase: Uploaded Gallery  data will be preserved. Personal Style Showcase will preserve the corresponding outfit and pose based on the selected appearance.\nOutfit Presets: Presets from your original body type will be saved. However, after your body swap, outfit presets will not carry over and must be rearranged.\nAppearance & Account Data: Upon the body swap, your character's model, voice, and other visuals will automatically adjust to match the new body type (you will be granted one chance to customize your face). All unlocked hero titles, explorations, and story quests will remain unchanged.\nNon-wearable Cosmetic Items: Items not tied to body types (such as weapons, martial arts effects, mounts, and ornaments) are unaffected by the swap.\nPreserve Data of the Original Body Type: After the body swap, your character's previous body type data will be preserved. If you swap back in the future, you can reuse the original appearance settings.\nOne-Time Reset Within 7 Days: You can undo the swap for free within 7 days after the first body swap. Resetting will not refund the item Yin Yang Morphing Pill, and any unused limited-time dye items will be reclaimed.\nAfter the body swap, a private message will be sent to your friends to notify them of your new body type.
70cd9540e55462bd	Big Umbrella, big Umbrella, no worries about the rain now!
da25ce92dfed9333	This thing emphasizes being as blue as the Heaven, as clear as a mirror, as thin as Paper, and as resonant as a chime.
1b003e5771631959	Complete the Side Story Woven with Malice.
809fcbb49f363200	Remove
cd4331ede5f014ab	Partnership Rules
744c7209ef6787f9	"A righteous warrior hiding in Rat Den, part of the ""Five Rats"" with four siblings—nicknamed ""Pip Rat"" for his loyalty."
e6a09775b7f2ddb3	Recommended for #YStonesplit Path#E.\nThere is a chance to obtain Epic #YStonesplit: Might#E Notes, #YLegendary Notes (all paths)#E, or General Notes.
78a4bfb9adc799d3	It’s pitch black outside the city, Guest, if you’re traveling at night, you’ll need a lantern.
0000000000000000	
3ad6fce72152fa90	To immerse in the play, one must become part of it.
828425b5b409f299	This is a peacock, of course it’s big. With its emerald canopy and banners, it ascends to the Ninth Heaven to caress the comet…
c3ad84a5132b92e4	Small Chisel hurries off to take care of something. Chat with him on another day.
24327e8398b7c8be	Deliver this batch of medicinal herbs to Xiaolin Pharmacy in Changxing Market as soon as possible. The shop is running low!
60084efcde21619e	Strategic Sword Martial Art Skill Damage Boost
e8880f40066672f1	Greenwood Bandit
61df55064012fcb0	"Currently on Quest ""Faceless Flower Expanse"" Cannot join Co-op"
743fe6b9aa16fd13	Hey hey, don't go this way, watch out for your head!
d2c8aa9c64a5802b	Unlocks the hero title Keeper of the Heart.
3594dee7b13eb2b2	Use when your Arena Rank Points #Ydrop#E to prevent point deduction for this match (cannot use for Sword Debate Mythic - 1200 points and above).
861ee5cdcd78e940	Who is that?
96d5c6c3680cc204	Sai Guanye is extremely arrogant. A few well-placed punches should bring him down a notch.
9541c41ca6903d66	Dealing direct damage, deflecting, or performing a perfect dodge grant you one stack of #HWind#E. This effect can trigger once every 3 seconds. At 12 stacks, #HWind#E triggers a heavenly thunder to grant you #HThunder Enlightenment - Wind#E, granting the following enhancement:\nMortal Rope Dart's #YSpecial Skill Rodent Rampage#E becomes empowered. The summoned Rat deals increased damage—Rat's angry!\nInfernal Twinblades' #YMartial Art Skill Addled Mind#E has its cooldown reduced to 6 seconds, and can trigger the coordinated strike of #YRodent Rampage#E.
0000000000000000	
0d5e152b36f8c09b	When will Dad come home…
55ebd101d245cf88	Used for building Blacksmith workshops.
d92bca41286f17c6	You hear a peculiar rhyme sung by children near a house in Blissful Retreat's Flower Expanse. Listen closely and see what secret it might reveal.
825dacfe807bceab	Reduces the damage taken from the opponent's Trash Talk.
40d0e5ac53e8d110	Bodhi expresses gratitude and begins to ponder deeply.
f610e3a896519616	"I came for ""Joyful Rendezvous"""
ad032d2f1019ab17	Heavenquaker Spear Martial Art Skill Damage Boost
0f5df01039d0fc3b	This Pipa performance is amazing!
240ddc609efcde00	Inner Way
a3a556f0b8211354	Master, when can I start using rosewood for my crafts?
53dd6b208cc80168	False Accusation: You have been falsely accused.
86e98fc854ea84aa	*sigh*...
0000000000000000	
0000000000000000	
7fd340c7e1e93707	Scarlet Imports
1c5a64663634d6b7	The mountain dweller made offerings to the Deer Deity day and night to remove the flaw in their blood. He did not believe in the deity, and only believed that his Inner Way could make up for the flaw. He did not plan on passing the Inner Way to anyone, unless they could #Ydefeat him#E.
f8b428a65ade32f2	
0000000000000000	
0000000000000000	
d0f51ead6e0a4fa4	Inner Way
02578c98f0636558	Side Story
0000000000000000	
52f605432399f4fb	Those Sleeping Puppets chose a good hiding spot. We can't let them get away.
0000000000000000	
68fcbbc5caba5def	Quick, hide that treasure, don’t let them see it…
83a1868a02edcf45	Please accept this small token of my gratitude.
0000000000000000	
e2f2f76f01b88cff	Expert
3931a0d14de68469	Profession Activities Reward
8786e2132b6b5a9c	Inner Way
3a87e6a8366b5ff6	"Dealing direct damage, deflecting, or performing a perfect dodge grant you one stack of #HDust#E. This effect can trigger once every 3 seconds. At 12 stacks, #HDust#E triggers a heavenly thunder to grant you #HThunder Enlightenment - Dust#E, granting the following enhancement:\nSpring Dreamscape's #YMartial Art Skill ""Scarlet Spin"" has its cooldown reset and reduced by 10 seconds. Casting it#E is guaranteed to trigger a perfect umbrella catch. Each cast deals 40% bonus damage and restores 10 Fading Crimson."
0bd730cbe4f92ce2	A paper depicting {0}. Disguise requires {1}.
0000000000000000	
0000000000000000	
0000000000000000	
9296db35b7357f1f	Correspondents? Those are the talented writers who can turn martial world chaos into beautiful stories. Every single word in this paper comes from their hard work.
6c32ab8a219431f9	Inner Way: Defense
13c5501a18876920	Volume VII: An Unholy Prophecy
2f434855cf448d03	Path Trial: Silkbind - Jade
335202b873308637	Greenwood Bandit
0000000000000000	
d9caff55c14af9ad	An injury to the finger bones and joints, commonly caused by trauma or crushing. It typically results in swelling, pain, partial or complete loss of limb function, and may lead to deformity or abnormal mobility.
0000000000000000	
0000000000000000	
f9e9fd5ef87b8d41	Inner Way Manual
0275119d6079ffc0	Sizing you up...
7d6f894ec5065ed9	Be more optimistic! In three days, the Qiyun Society is holding a competition, and it’s sure to be lively!
80cdd7673e24e179	German
0000000000000000	
06b9c1d3ebaa9369	A condition triggered by prolonged exposure to cold, causing stiffness akin to ice. If untreated, it may develop into cold affliction.
0000000000000000	
0000000000000000	
229f904e0dd3f14b	Unlocks the hero title Pillar of the State.
d873079bf5e27d32	Increases the casting speed of Ninefold Umbrella's Martial Art Skill, Spring Sorrow.
f0b70012827154e0	Hahaha, he's scratching around like he's got fleas!
60c7b3e5c874d310	Used for building Blacksmith workshops.
9c5eeee2e8de7f69	Grannie, why are you praying to... the River Deity?
0000000000000000	
dbd050222baecd7e	The village stands now desolate, forlorn. None left to rejoice, or to mourn.\nA scenic spot in the breathtaking Moonveil Mountain, where you can leave your mark.
ddf91b7b9c0b7d46	Amitabha... hero, please help us.
d9edbe91a95c81e4	A bone fracture refers to a complete or partial break in a bone structure.
729d44c58e554420	Expert II
3942c5ea74aaef4c	Madiao Cards
0000000000000000	
44d394497ed638dd	When Qi is depleted, the character will enter the Exhausted state.\nExhausted: Take more damage and are vulnerable to control effects when hit.
0000000000000000	
0000000000000000	
0000000000000000	
e60d0a6b77d2599c	Deployed in the Mystic Skills menu.\nPress the {} button to soar freely through the air. Graceful as a startled swan, agile as a swimming loong.\nAll major regional factions have lightness skill restrictions. To move freely, you must increase your #YExploration Level#E and exchange it for a faction #YToken#E.
9560fb588fdc368b	Elder Paper Lantern of Midnight Bladez
13dd292a8289caf4	Spending without counting… You're either from Well of Heaven or someone pretending to be. So, are you one of them? You wouldn't be one of the Well of Heaven saints, would you?
7f657cd2200c3eb3	Chou
f80ee731ddc2f81d	It's like a cow chewing on peonies.
e026f24d8ee92751	It's fine. We weren't hurt. We should get going now. Just be more careful when taking test shots next time.
36955322e6d61161	Team not found.
0e9727f9e27a9f62	Taiping Mausoleum - Foundation Trials - Divine Challenge
18f122fe8249826d	This batch of ink powder isn't up to par. You slacked off again?
7598043c662026f9	I've always wanted to see what the jianghu is like,
0b9f3fee4c129fd2	Come and take a look, fresh fruits and vegetables—
ffb0503d7a63444b	You must transfer sworn cohort leadership before leaving
acd2693c718aa00f	An urgent matter, Wanderer! \nYou have been exposed for using a fabricated token for your initiation. The master of Midnight Bladez is extremely angry! \nThe master has allowed a kill-on-sight order, and has deployed the top killers Zhang San, Li Si, and Wang Wu. They have located you through Sinan's Eye of Fate. They were on their way to finish you off with their lethal weapons! \nHowever, another sect has lent a helping hand. After dealing with the Nine Mortal Ways, the killers' boat has been sunk, and they would not make it ashore for a while. \nWe could only delay them, but if you sent us some money, we could improve the situation by admitting you into the Nine Mortal Ways to avoid the danger. \nEntering the Nine Mortal Ways will open your eyes, and you shall never be pursued again.
fae83756fabd6577	You surely know about Palace of Annals, right? Those sixteen heroes left behind countless treasures there that everyone covets.
0000000000000000	
2b73ae9b4343c5a1	Gains #G668%#E External Affliction Resistance Shield. This prescription is consumed after use.
c31a267c97adf0ad	Inner Way
0a662bb9de8740ea	Progress Kaifeng Main Story Quests and defeat God of Avarice
fc092799943460f1	One scroll of secrets of countless essentials. All jianghu Mystic Skills are contained within.
b569f623ec2618fb	I mean that!
42474259b89c4815	Bone Fracture
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
4ac8a3a23a878401	Casting a #HMartial Art Skill#E grants you one stack of #HSplendor#E. At 8 stacks, #HSplendor#E triggers a heavenly thunder to grant you #HThunder Enlightenment - Splendor#E: for the next 10 seconds, you gain #HHyper Armor and 50% DMG Reduction#E, your #HCharged Skill#E deals 10% more damage and restores 10 Endurance upon hitting a target.
0000000000000000	
4e6d6e2f90508605	Hoeing under the midday sun, work is so tough... worked all morning, still have the afternoon...
f9058b3ec7540ab1	Lone Cloud Sect Master
0000000000000000	
0000000000000000	
3166d4fbc97a6dd1	You’re offering incense, yet you’re particular about the timing.
c164778dbd3729f2	Equip a fully mastered Inner Way in battle to activate its #Ypassive effects#E.
0000000000000000	
0000000000000000	
4422d11aad0f211d	Underworld Uprising: Part II
0000000000000000	
32a3b0f1a6c6aeb4	Do you know what this treasure the River Deity would rather give to the enemy than to the court is?
a5587e96666ac1e4	Hitting an #YExhausted#E enemy grants 1 stack of #YDisintegration#E.
5e1313470e233e24	"Inscribed in regular script with the words ""Venerable Monk Miaoshan."""
1c034aa0a135c799	#HInner Way#E unlocked. Press to view
